,UMCSENT,UNEMPLOYMENT,CPI,GDP,HOUSINGPRICE,FEDFUNDS,SP500,DOLLAR,CPICHANGE,WAGES
1997-12-01,102.1,4.7,161.8,8765.907,204.88,5.5,962.3654563210227,98.71043528681216,0.0006184291898578831,314.0
1998-01-01,106.6,4.6,162.0,8866.48,207.95,5.56,963.3590026855469,100.41181807084517,0.0012360939431395046,319.0
1998-02-01,110.4,4.6,162.0,8866.48,207.95,5.51,1023.7421136153372,99.81550025939941,0.0,319.0
1998-03-01,106.5,4.7,162.0,8866.48,207.95,5.49,1076.8277310458097,100.36363636363636,0.0,319.0
1998-04-01,108.7,4.3,162.2,8969.699,209.81,5.45,1112.1961960565477,100.1690902709961,0.0012345679012344402,319.0
1998-05-01,106.5,4.4,162.6,8969.699,209.81,5.49,1108.4169982910157,99.47904750279018,0.002466091245376223,319.0
1998-06-01,105.6,4.5,162.8,8969.699,209.81,5.56,1108.389531915838,100.8140914223411,0.0012300123001232066,319.0
1998-07-01,105.2,4.5,163.2,9121.097,212.75,5.54,1156.5772705078125,101.27826093590778,0.002457002457002311,321.0
1998-08-01,104.4,4.5,163.4,9121.097,212.75,5.55,1074.6204717726935,101.67142813546317,0.001225490196078427,321.0
1998-09-01,100.9,4.6,163.5,9121.097,212.75,5.51,1020.6400001162574,97.11409065940164,0.000611995104039087,321.0
1998-10-01,97.4,4.5,163.9,9293.991,215.26,5.07,1032.470009543679,93.61545458706942,0.0024464831804280607,328.0
1998-11-01,102.7,4.4,164.1,9293.991,215.26,4.83,1144.4334838867187,95.4028563726516,0.0012202562538132788,328.0
1998-12-01,100.5,4.4,164.4,9293.991,215.26,4.68,1190.0509033203125,94.49000018575917,0.001828153564899626,328.0
1999-01-01,103.9,4.3,164.7,9411.682,217.52,4.63,1248.7747353001644,94.58333405994233,0.0018248175182480342,324.0
1999-02-01,108.1,4.4,164.7,9411.682,217.52,4.76,1246.5821147717927,97.06999931335449,0.0,324.0
1999-03-01,105.7,4.2,164.8,9411.682,217.52,4.81,1281.663913892663,99.40521737803583,0.0006071645415908211,324.0
1999-04-01,104.6,4.3,165.9,9526.21,220.43,4.74,1334.7566615513392,100.48714301699684,0.006674757281553312,329.0
1999-05-01,106.8,4.2,166.0,9526.21,220.43,4.74,1332.0740112304688,100.93499946594238,0.0006027727546713546,329.0
1999-06-01,107.3,4.3,166.0,9526.21,220.43,4.76,1322.552734375,102.46545514193448,0.0,329.0
1999-07-01,106.0,4.3,166.7,9686.626,223.56,4.99,1380.990001860119,102.70636402476917,0.004216867469879482,330.0
1999-08-01,104.5,4.2,167.1,9686.626,223.56,5.07,1327.488653009588,100.26545333862305,0.002399520095980767,330.0
1999-09-01,107.2,4.2,167.8,9686.626,223.56,5.22,1318.1719040643602,99.84863628040661,0.00418910831837227,330.0
1999-10-01,103.2,4.1,168.1,9900.169,225.85,5.2,1300.010009765625,98.24857112339565,0.0017878426698449967,335.0
1999-11-01,107.2,4.1,168.4,9900.169,225.85,5.42,1391.0028483072917,100.61681816794656,0.0017846519928614857,335.0
1999-12-01,105.4,4.0,168.8,9900.169,225.85,5.3,1428.6840931285512,101.75782610022503,0.002375296912114022,335.0
2000-01-01,112.0,4.0,169.3,10002.179,230.17,5.45,1425.5855041503905,101.71285792759487,0.002962085308056972,334.0
2000-02-01,111.3,4.1,170.0,10002.179,230.17,5.73,1388.8744995117188,104.43333326067243,0.0041346721795627595,334.0
2000-03-01,107.1,4.0,171.0,10002.179,230.17,5.85,1442.212598717731,105.54347826086956,0.00588235294117645,334.0
2000-04-01,109.2,3.8,170.9,10247.72,233.92,6.02,1461.3552567331415,106.76473637631065,-0.0005847953216373547,334.0
2000-05-01,110.7,4.0,171.2,10247.72,233.92,6.27,1418.4795476740057,110.78590878573331,0.0017554125219425565,334.0
2000-06-01,106.4,4.0,172.2,10247.72,233.92,6.53,1461.9590897993608,107.10590882734819,0.005841121495327117,334.0
2000-07-01,108.3,4.0,172.7,10318.165,238.19,6.54,1473.0024963378905,108.27761877150763,0.0029036004645761615,335.0
2000-08-01,107.3,4.1,172.7,10318.165,238.19,6.5,1485.45825726053,111.1669570259426,0.0,335.0
2000-09-01,106.8,3.9,173.6,10318.165,238.19,6.52,1468.05400390625,114.35800018310547,0.005211349160393786,335.0
2000-10-01,105.8,3.9,173.9,10435.744,241.83,6.51,1390.144092906605,116.051363511519,0.001728110599078514,334.0
2000-11-01,107.6,3.9,174.2,10435.744,241.83,6.51,1375.0376034691221,116.47590845281428,0.0017251293847038163,334.0
2000-12-01,98.4,3.9,174.6,10435.744,241.83,6.4,1330.9294982910155,112.725,0.0022962112514350874,334.0
2001-01-01,94.7,4.2,175.6,10470.231,247.82,5.98,1335.6390555245537,110.12590859153055,0.00572737686139746,333.0
2001-02-01,90.6,4.2,176.0,10470.231,247.82,5.49,1305.7515804893092,111.80549926757813,0.002277904328018332,333.0
2001-03-01,91.5,4.3,176.1,10470.231,247.82,5.31,1185.850008877841,113.93181818181819,0.0005681818181817455,333.0
2001-04-01,88.4,4.4,176.4,10599.0,251.98,4.8,1189.8369995117187,115.50799903869628,0.0017035775127769437,336.0
2001-05-01,92.0,4.3,177.3,10599.0,251.98,4.21,1270.3686356977983,116.75363714044744,0.005102040816326481,336.0
2001-06-01,92.6,4.5,177.7,10599.0,251.98,3.97,1238.7104666573662,118.9499998546782,0.002256063169768563,336.0
2001-07-01,92.4,4.6,177.4,10598.02,255.89,3.77,1204.4495210193452,118.44772720336914,-0.0016882386043892694,338.0
2001-08-01,91.5,4.9,177.4,10598.02,255.89,3.65,1178.5039274796195,114.38999972136125,0.0,338.0
2001-09-01,81.8,5.0,178.1,10598.02,255.89,3.07,1044.643994140625,113.30375051498413,0.003945885005636862,338.0
2001-10-01,82.7,5.3,177.6,10660.465,259.05,2.49,1076.5904381793478,114.21000007961108,-0.0028074115665356336,340.0
2001-11-01,83.9,5.5,177.5,10660.465,259.05,2.09,1129.6833321707588,116.00772718949752,-0.0005630630630630851,340.0
2001-12-01,88.8,5.7,177.4,10660.465,259.05,1.82,1144.9300109863282,116.20500106811524,-0.0005633802816901179,340.0
2002-01-01,93.0,5.7,177.7,10783.5,262.76,1.73,1140.2076241629463,117.76363684914328,0.0016910935738443378,341.0
2002-02-01,90.7,5.7,178.0,10783.5,262.76,1.74,1100.6689388877467,118.96650123596191,0.0016882386043894915,341.0
2002-03-01,95.7,5.7,178.5,10783.5,262.76,1.73,1153.7910034179688,117.93600044250488,0.002808988764045006,341.0
2002-04-01,93.0,5.9,179.3,10887.46,267.25,1.75,1112.034540349787,116.88272718949752,0.004481792717086819,339.0
2002-05-01,96.9,5.8,179.5,10887.46,267.25,1.75,1079.2672784978693,113.37217380689538,0.001115448968209698,339.0
2002-06-01,92.4,5.8,179.6,10887.46,267.25,1.75,1014.0480072021485,109.6504997253418,0.0005571030640667551,339.0
2002-07-01,88.1,5.8,180.0,10984.04,272.55,1.73,903.5854575417259,105.9573918218198,0.00222717149220486,337.0
2002-08-01,87.6,5.7,180.5,10984.04,272.55,1.74,912.5522738370029,107.3899997364391,0.002777777777777768,337.0
2002-09-01,86.1,5.7,180.8,10984.04,272.55,1.75,867.8120056152344,107.3029998779297,0.0016620498614958734,337.0
2002-10-01,80.6,5.7,181.2,11061.433,276.42,1.75,854.6313078507134,107.53043531334919,0.0022123893805308104,336.0
2002-11-01,84.2,5.9,181.5,11061.433,276.42,1.34,909.9270050048829,105.67523847307477,0.0016556291390728006,336.0
2002-12-01,86.7,6.0,181.8,11061.433,276.42,1.24,899.1785743350074,104.23285747709728,0.0016528925619836432,336.0
2003-01-01,82.4,5.8,182.6,11174.129,279.78,1.24,895.8361903599331,100.82762037004743,0.004400440044004306,335.0
2003-02-01,79.9,5.9,183.6,11174.129,279.78,1.26,837.6189510947779,99.85894735235917,0.005476451259583737,335.0
2003-03-01,77.6,5.9,183.9,11174.129,279.78,1.25,846.6214250837054,99.7509522210984,0.0016339869281045694,335.0
2003-04-01,86.0,6.0,183.2,11312.766,283.2,1.26,890.0257132393973,99.4047619047619,-0.0038064165307233333,338.0
2003-05-01,92.1,6.1,182.9,11312.766,283.2,1.26,935.9628528413318,94.43571472167969,-0.0016375545851528006,338.0
2003-06-01,89.7,6.3,183.1,11312.766,283.2,1.22,987.9952392578125,93.5414294288272,0.0010934937124111865,338.0
2003-07-01,90.9,6.2,183.7,11566.669,287.58,1.01,992.5409102006392,95.6369569197945,0.003276897870016393,337.0
2003-08-01,89.3,6.1,184.5,11566.669,287.58,1.03,989.5319097609747,97.22857266380673,0.004354926510615087,337.0
2003-09-01,87.7,6.1,185.1,11566.669,287.58,1.01,1019.441900344122,95.81909040971236,0.003252032520325132,337.0
2003-10-01,89.6,6.0,184.9,11772.234,295.71,1.01,1038.7343431555707,92.07608728823455,-0.0010804970286331095,337.0
2003-11-01,93.7,5.8,185.0,11772.234,295.71,1.0,1049.8989450555098,91.93789472078022,0.0005408328826392861,337.0
2003-12-01,92.6,5.7,185.5,11772.234,295.71,0.98,1080.6359197443182,88.40454448353161,0.002702702702702675,337.0
2004-01-01,103.8,5.7,186.3,11923.447,300.36,1.0,1132.5174987792968,86.44142841157459,0.004312668463611891,337.0
2004-02-01,94.4,5.6,186.7,11923.447,300.36,1.01,1143.3563232421875,86.34749870300293,0.0021470746108425143,337.0
2004-03-01,95.8,5.8,187.1,11923.447,300.36,1.0,1123.9782449473505,88.45782570216967,0.002142474558114671,337.0
2004-04-01,94.2,5.6,187.4,12112.815,307.7,1.0,1133.0785725911458,89.83619072323754,0.0016034206306787535,341.0
2004-05-01,90.2,5.6,188.2,12112.815,307.7,1.0,1102.7815002441407,90.54899940490722,0.004268943436499306,341.0
2004-06-01,95.6,5.6,188.9,12112.815,307.7,1.03,1132.7571556454614,89.15500016645952,0.0037194473963868546,341.0
2004-07-01,96.7,5.5,189.1,12305.307,319.43,1.26,1105.846656436012,88.33636370572177,0.001058761249338236,335.0
2004-08-01,95.9,5.4,189.2,12305.307,319.43,1.43,1088.9349920099432,88.87590928511186,0.0005288207297726721,335.0
2004-09-01,94.2,5.4,189.8,12305.307,319.43,1.61,1117.6562034970239,88.65545515580611,0.003171247357294016,335.0
2004-10-01,91.7,5.5,190.8,12527.214,326.27,1.76,1118.0680977957588,86.87809426443917,0.005268703898840821,337.0
2004-11-01,92.8,5.4,191.7,12527.214,326.27,1.93,1168.9376220703125,83.598182331432,0.004716981132075304,337.0
2004-12-01,97.1,5.4,191.7,12527.214,326.27,2.16,1199.2095447887075,81.56913027556047,0.0,337.0
2005-01-01,95.5,5.3,191.6,12767.286,333.76,2.28,1181.4079956054688,83.11190468924386,-0.0005216484089722861,336.0
2005-02-01,94.1,5.4,192.4,12767.286,333.76,2.5,1199.6268439041942,83.72349967956544,0.0041753653444676075,336.0
2005-03-01,92.6,5.2,193.1,12767.286,333.76,2.63,1194.8977272727273,82.83636335893111,0.0036382536382535413,336.0
2005-04-01,87.7,5.2,193.7,12922.656,344.47,2.79,1164.4276123046875,84.26714288620721,0.0031071983428274663,334.0
2005-05-01,86.9,5.1,193.6,12922.656,344.47,3.0,1178.2757161458333,85.62809499104817,-0.0005162622612286949,334.0
2005-06-01,96.0,5.0,193.7,12922.656,344.47,3.04,1202.2531682794745,88.44227253306995,0.0005165289256197081,334.0
2005-07-01,96.5,5.0,194.9,13142.642,354.92,3.26,1222.2369995117188,89.69666617257255,0.006195147134744561,331.0
2005-08-01,89.1,4.9,196.1,13142.642,354.92,3.5,1224.2699983016305,87.94086987039317,0.0061570035915854415,331.0
2005-09-01,76.9,5.0,198.8,13142.642,354.92,3.62,1225.914771670387,88.08000001453217,0.013768485466598701,331.0
2005-10-01,74.2,5.0,199.1,13324.204,362.95,3.78,1191.9642857142858,89.72190420968192,0.0015090543259557165,332.0
2005-11-01,81.6,5.0,198.1,13324.204,362.95,4.0,1237.3685651506696,91.49190557570685,-0.0050226017076845375,332.0
2005-12-01,91.5,4.9,198.1,13324.204,362.95,4.16,1262.0719110398065,90.91619037446522,0.0,332.0
2006-01-01,91.2,4.7,199.3,13599.16,368.7,4.29,1278.7224975585937,89.03099975585937,0.006057546693589266,332.0
2006-02-01,86.7,4.8,199.4,13599.16,368.7,4.49,1276.6452765213817,90.3526322214227,0.0005017561465128217,332.0
2006-03-01,88.9,4.7,199.7,13599.16,368.7,4.59,1293.7347783627717,89.96695642885955,0.0015045135406217547,332.0
2006-04-01,87.4,4.7,200.7,13753.424,372.48,4.79,1302.1652703536183,88.409473619963,0.005007511266900355,329.0
2006-05-01,79.1,4.6,201.3,13753.424,372.48,4.94,1290.0136274857955,84.85727240822531,0.002989536621823774,329.0
2006-06-01,84.9,4.6,201.8,13753.424,372.48,4.99,1253.1681795987215,85.76590902155095,0.0024838549428713996,329.0
2006-07-01,84.7,4.7,202.9,13870.188,375.54,5.24,1260.2345031738282,85.8930004119873,0.005450941526263575,334.0
2006-08-01,82.0,4.7,203.8,13870.188,375.54,5.25,1287.1495679772418,85.04521743110989,0.004435682602267121,334.0
2006-09-01,85.4,4.5,202.8,13870.188,375.54,5.25,1317.7430114746094,85.60449981689453,-0.004906771344455385,334.0
2006-10-01,93.6,4.4,201.9,14039.56,379.39,5.25,1363.3772638494318,86.34272592717952,-0.004437869822485285,337.0
2006-11-01,92.1,4.5,202.0,14039.56,379.39,5.25,1388.634753999256,84.84454553777522,0.0004952947003467045,337.0
2006-12-01,91.7,4.4,203.1,14039.56,379.39,5.24,1416.4200073242187,83.35550041198731,0.00544554455445545,337.0
2007-01-01,96.9,4.6,203.437,14215.651,380.81,5.25,1424.160986328125,84.78047579810733,0.001659281142294633,336.0
2007-02-01,91.3,4.5,204.226,14215.651,380.81,5.26,1444.7947484066613,84.40631585372121,0.003878350545869269,336.0
2007-03-01,88.4,4.4,205.288,14215.651,380.81,5.26,1406.9518210671165,83.48409063165838,0.005200121434097538,336.0
2007-04-01,87.1,4.5,205.904,14402.082,380.56,5.25,1463.6405029296875,82.14999961853027,0.003000662483924943,335.0
2007-05-01,88.3,4.4,206.755,14402.082,380.56,5.25,1511.1368130770597,82.10999991677024,0.004132994016629032,335.0
2007-06-01,85.3,4.6,207.234,14402.082,380.56,5.25,1514.4895193917412,82.46619015648251,0.0023167517109623503,335.0
2007-07-01,90.4,4.7,207.603,14564.117,376.31,5.26,1520.7047584170386,80.77857099260602,0.0017805958481715844,336.0
2007-08-01,83.4,4.6,207.667,14564.117,376.31,5.02,1454.6169592815897,80.93478260869566,0.00030828070885302594,336.0
2007-09-01,83.4,4.7,208.547,14564.117,376.31,4.94,1497.1163265830592,79.30210515072471,0.0042375533907650365,336.0
2007-10-01,80.9,4.7,209.19,14715.058,375.08,4.76,1539.65869140625,77.84782575524372,0.0030832378312801723,332.0
2007-11-01,76.1,4.7,210.834,14715.058,375.08,4.49,1463.3852364676338,75.66904740106492,0.007858884267890387,332.0
2007-12-01,75.5,5.0,211.445,14715.058,375.08,4.24,1479.2234985351563,76.76400032043458,0.002898014551732553,332.0
2008-01-01,78.4,5.0,212.174,14706.538,372.32,3.94,1378.7638055710565,75.90428597586495,0.003447705076970342,335.0
2008-02-01,70.8,4.9,212.687,14706.538,372.32,2.98,1354.872509765625,75.67050018310547,0.0024178268779397882,335.0
2008-03-01,69.5,5.1,213.448,14706.538,372.32,2.61,1316.9429931640625,72.45350036621093,0.003578027806118822,335.0
2008-04-01,62.6,5.0,213.942,14865.701,362.93,2.28,1370.4690940163352,72.11681851473722,0.002314381020201539,335.0
2008-05-01,59.8,5.4,215.208,14865.701,362.93,1.98,1403.2176164899554,72.91238076346261,0.0059174916566171465,335.0
2008-06-01,56.4,5.6,217.463,14865.701,362.93,2.0,1341.250964936756,73.17952364966983,0.0104782350098509,335.0
2008-07-01,61.2,5.8,219.016,14898.999,351.48,2.01,1257.32636607777,72.53727236661044,0.007141444751521009,331.0
2008-08-01,63.0,6.1,218.69,14898.999,351.48,2.0,1281.4723656063989,76.0614278884161,-0.0014884757278006422,331.0
2008-09-01,70.3,6.1,218.877,14898.999,351.48,1.81,1217.0228562127977,78.26428513299851,0.0008550916822900323,331.0
2008-10-01,57.6,6.5,216.995,14608.209,348.24,0.97,968.8008741295856,83.11173944887908,-0.008598436564828615,340.0
2008-11-01,55.3,6.8,213.153,14608.209,348.24,0.39,883.04052734375,86.43210561651932,-0.017705477084725474,340.0
2008-12-01,60.1,7.3,211.398,14608.209,348.24,0.16,877.5618175159801,83.10499988902698,-0.008233522399403226,340.0
2009-01-01,61.2,7.8,211.933,14430.902,350.81,0.15,865.5755004882812,84.12249946594238,0.0025307713412614508,345.0
2009-02-01,56.3,8.3,212.705,14430.902,350.81,0.22,805.2273688065378,86.55263198049445,0.003642660652187324,345.0
2009-03-01,57.3,8.7,212.495,14430.902,350.81,0.18,757.1268144087358,86.45818224820223,-0.000987282856538485,345.0
2009-04-01,65.1,9.0,212.709,14381.236,341.62,0.15,848.1518990652902,85.25142887660435,0.0010070825195886979,345.0
2009-05-01,68.7,9.4,213.022,14381.236,341.62,0.18,902.4085021972656,82.16100006103515,0.0014714939189219844,345.0
2009-06-01,70.8,9.5,214.79,14381.236,341.62,0.21,926.1150013316761,80.09318161010742,0.008299612246622345,345.0
2009-07-01,66.0,9.5,214.726,14448.882,332.7,0.16,935.8213639692826,79.48909065940164,-0.00029796545463012247,345.0
2009-08-01,65.7,9.6,215.445,14448.882,332.7,0.16,1009.7247576032366,78.44857134137835,0.0033484533777929926,345.0
2009-09-01,73.5,9.8,215.861,14448.882,332.7,0.15,1044.5523826962426,77.0076192220052,0.0019308872334005134,345.0
2009-10-01,70.6,10.0,216.509,14651.249,330.17,0.12,1067.6636297052557,76.01181827891956,0.003001931798703783,344.0
2009-11-01,67.4,9.9,217.234,14651.249,330.17,0.12,1088.0690063476563,75.33699989318848,0.0033485905897676638,344.0
2009-12-01,72.5,9.9,217.347,14651.249,330.17,0.12,1110.377724387429,76.78999987515536,0.0005201763996427466,344.0
2010-01-01,74.4,9.8,217.488,14764.61,326.23,0.11,1123.5815815172698,77.840526380037,0.0006487322116246474,344.0
2010-02-01,73.6,9.8,217.281,14764.61,326.23,0.13,1089.1599892064144,80.15578942549855,-0.0009517766497462166,344.0
2010-03-01,73.6,9.9,217.353,14764.61,326.23,0.16,1152.0486901324728,80.67130445397419,0.00033136813619227823,344.0
2010-04-01,72.2,9.9,217.403,14980.193,323.26,0.2,1197.316185360863,81.23285747709728,0.00023004053314190642,342.0
2010-05-01,73.6,9.6,217.29,14980.193,323.26,0.2,1125.0620056152343,85.3615005493164,-0.0005197720362644098,342.0
2010-06-01,76.0,9.4,217.199,14980.193,323.26,0.18,1083.3608953302557,86.5750004161488,-0.00041879515854381655,342.0
2010-07-01,67.8,9.4,217.605,15141.607,326.41,0.18,1079.8033360072545,83.07047562372117,0.0018692535416828804,342.0
2010-08-01,68.9,9.5,217.923,15141.607,326.41,0.19,1087.2822709517045,82.14909120039506,0.0014613634796996067,342.0
2010-09-01,68.2,9.5,218.275,15141.607,326.41,0.19,1122.0819033668154,81.08333297002883,0.001615249422961318,342.0
2010-10-01,67.7,9.4,219.035,15309.474,324.08,0.19,1171.5838099888392,77.45999944777716,0.00348184629481163,341.0
2010-11-01,71.6,9.8,219.59,15309.474,324.08,0.19,1198.8885614304315,78.37571461995442,0.0025338416234848005,341.0
2010-12-01,74.5,9.3,220.472,15309.474,324.08,0.18,1241.5254516601562,80.04909133911133,0.004016576346828282,341.0
2011-01-01,74.2,9.1,221.187,15351.448,315.08,0.17,1282.6184997558594,79.146000289917,0.003243042200370194,338.0
2011-02-01,77.5,9.0,221.898,15351.448,315.08,0.16,1321.1178877981085,77.78263172350432,0.00321447463006419,338.0
2011-03-01,67.5,9.0,223.046,15351.448,315.08,0.14,1304.4865138841712,76.28956604003906,0.0051735482068338,338.0
2011-04-01,69.8,9.1,224.093,15557.539,309.54,0.1,1331.5050109863282,74.72449989318848,0.0046940989750992035,336.0
2011-05-01,74.3,9.0,224.806,15557.539,309.54,0.09,1338.3104654947917,74.94142841157459,0.003181714734507679,336.0
2011-06-01,71.5,9.1,224.806,15557.539,309.54,0.09,1287.2886408025568,74.6936361139471,0.0,336.0
2011-07-01,63.7,9.0,225.395,15647.68,311.85,0.07,1325.184503173828,74.75699958801269,0.0026200368317570444,336.0
2011-08-01,55.8,9.0,226.106,15647.68,311.85,0.1,1185.3056534476902,74.23652184527853,0.003154462166418792,336.0
2011-09-01,59.5,9.0,226.597,15647.68,311.85,0.08,1173.8790573846727,76.990476335798,0.0021715478580843772,336.0
2011-10-01,60.8,8.8,226.75,15842.259,313.28,0.07,1207.2161865234375,77.15428524925595,0.0006752075270193281,335.0
2011-11-01,63.7,8.6,227.169,15842.259,313.28,0.08,1226.414771670387,77.89142899286179,0.0018478500551268873,335.0
2011-12-01,69.9,8.5,227.223,15842.259,313.28,0.07,1243.3228469122023,79.61142803373791,0.00023770849015480877,335.0
2012-01-01,75.0,8.3,227.842,16068.805,309.99,0.08,1300.5780151367187,80.2680004119873,0.0027241960540966836,335.0
2012-02-01,75.3,8.3,228.329,16068.805,309.99,0.1,1352.4875,78.93149948120117,0.002137446124946152,335.0
2012-03-01,76.2,8.2,228.807,16068.805,309.99,0.13,1389.2400013316762,79.53681807084517,0.002093470387029228,335.0
2012-04-01,76.4,8.2,229.187,16207.115,308.58,0.14,1386.4289855957031,79.40150032043456,0.0016607883500068255,337.0
2012-05-01,79.3,8.2,228.713,16207.115,308.58,0.16,1341.2727161754262,80.92545491998845,-0.002068180132381081,337.0
2012-06-01,73.2,8.2,228.524,16207.115,308.58,0.16,1323.4842936197917,82.22047714960007,-0.0008263631713106845,337.0
2012-07-01,72.3,8.2,228.59,16319.541,312.7,0.16,1359.7761986142114,83.06761896042596,0.0002888099280600187,333.0
2012-08-01,74.3,8.1,229.918,16319.541,312.7,0.13,1403.4482581097147,82.16000034498131,0.00580952797585188,333.0
2012-09-01,78.3,7.8,231.015,16319.541,312.7,0.14,1443.4194721422698,79.8142109921104,0.004771266277542319,333.0
2012-10-01,82.6,7.8,231.638,16420.419,315.15,0.16,1437.816662016369,79.70809500558036,0.0026967945804385884,333.0
2012-11-01,82.7,7.7,231.249,16420.419,315.15,0.16,1394.5123872302827,80.68523842947823,-0.0016793444944266378,333.0
2012-12-01,72.9,7.9,231.221,16420.419,315.15,0.16,1422.2854919433594,79.75849990844726,-0.00012108160467716456,333.0
2013-01-01,73.8,8.0,231.679,16648.189,316.71,0.14,1480.395240420387,79.87333279564267,0.001980788942180789,331.0
2013-02-01,77.6,7.7,232.937,16648.189,316.71,0.15,1512.3115812602796,80.60526315789474,0.005429926752100966,331.0
2013-03-01,78.6,7.5,232.282,16648.189,316.71,0.14,1550.8289855957032,82.6254997253418,-0.0028119191025899326,331.0
2013-04-01,76.4,7.6,231.797,16728.687,321.54,0.15,1570.702264959162,82.52500048550692,-0.002087979266581219,335.0
2013-05-01,84.5,7.5,231.893,16728.687,321.54,0.11,1639.842723499645,83.2136362249201,0.00041415548950163306,335.0
2013-06-01,84.1,7.5,232.445,16728.687,321.54,0.09,1618.7725158691405,81.85049972534179,0.002380408205508555,335.0
2013-07-01,85.1,7.3,232.9,16953.838,326.13,0.09,1668.6754427823153,82.7895462729714,0.001957452300544338,334.0
2013-08-01,82.1,7.2,233.456,16953.838,326.13,0.08,1670.0936390269887,81.48181776566939,0.0023872906826962748,334.0
2013-09-01,77.5,7.2,233.544,16953.838,326.13,0.08,1687.1735046386718,81.15949897766113,0.00037694469193350066,334.0
2013-10-01,73.2,7.2,233.669,17192.019,328.72,0.09,1720.0265317170517,79.86652175239895,0.000535231048539142,334.0
2013-11-01,75.1,6.9,234.1,17192.019,328.72,0.08,1783.5410034179688,80.84400024414063,0.0018444894273523804,334.0
2013-12-01,82.5,6.7,234.719,17192.019,328.72,0.09,1807.7752336774554,80.30666605631511,0.0026441691584793148,334.0
2014-01-01,81.2,6.6,235.288,17197.738,331.42,0.07,1822.3566603887648,80.8095241728283,0.0024241752904536895,335.0
2014-02-01,81.6,6.7,235.547,17197.738,331.42,0.07,1817.0347386410363,80.4573685495477,0.0011007786202441583,335.0
2014-03-01,80.0,6.7,236.028,17197.738,331.42,0.08,1863.5233386811756,79.87047685895648,0.00204205530106516,335.0
2014-04-01,84.1,6.2,236.468,17518.508,337.85,0.09,1864.2633347284227,79.85333360944476,0.0018641856050976013,330.0
2014-05-01,81.9,6.3,236.918,17518.508,337.85,0.09,1889.7671421595983,79.9490472702753,0.0019030059035471947,330.0
2014-06-01,82.5,6.1,237.231,17518.508,337.85,0.1,1947.087611607143,80.442382085891,0.001321132206079767,330.0
2014-07-01,81.8,6.2,237.498,17804.228,342.73,0.09,1973.0999866832387,80.54772637107156,0.001125485286492811,336.0
2014-08-01,82.5,6.1,237.46,17804.228,342.73,0.09,1961.5319068545386,81.86380949474517,-0.00016000134737970129,336.0
2014-09-01,84.6,5.9,237.477,17804.228,342.73,0.09,1993.2261904761904,84.45904795328777,7.159100480080838e-05,336.0
2014-10-01,86.9,5.7,237.43,17912.079,345.51,0.09,1937.2743503736413,85.67043470299762,-0.00019791390324119806,336.0
2014-11-01,88.8,5.8,236.983,17912.079,345.51,0.09,2044.5721050061677,87.72842085988898,-0.0018826601524659647,336.0
2014-12-01,93.6,5.6,236.252,17912.079,345.51,0.12,2054.2663629705257,89.1568173495206,-0.0030846094445592387,336.0
2015-01-01,98.1,5.7,234.747,18063.529,349.31,0.11,2028.1785095214843,92.9770004272461,-0.0063703164417655556,341.0
2015-02-01,95.4,5.5,235.342,18063.529,349.31,0.11,2082.1957943564967,94.45789337158203,0.0025346436802173855,341.0
2015-03-01,93.0,5.4,235.976,18063.529,349.31,0.11,2079.9904396750712,97.87818249789152,0.0026939517808124425,341.0
2015-04-01,95.9,5.4,236.222,18279.784,354.99,0.12,2094.862839471726,97.59190477643695,0.0010424788961589382,339.0
2015-05-01,90.7,5.6,237.001,18279.784,354.99,0.12,2111.9435180664063,95.1920009613037,0.003297745341246827,339.0
2015-06-01,96.1,5.3,237.657,18279.784,354.99,0.13,2099.2836581143465,95.17000024968928,0.0027679208104607333,339.0
2015-07-01,93.1,5.2,238.034,18401.626,360.01,0.13,2094.1436268199573,96.96227299083363,0.0015863197801873063,340.0
2015-08-01,91.9,5.1,238.033,18401.626,360.01,0.14,2039.8662051246279,96.37809499104817,-4.20108051790713e-06,340.0
2015-09-01,87.2,5.0,237.498,18401.626,360.01,0.14,1944.4023844401042,95.75809515090216,-0.002247587519377592,340.0
2015-10-01,90.0,5.0,237.733,18435.137,362.9,0.12,2024.8127163973722,95.71409086747603,0.0009894820166906904,345.0
2015-11-01,91.3,5.1,238.017,18435.137,362.9,0.12,2080.61650390625,99.03300056457519,0.0011946174910508756,345.0
2015-12-01,92.6,5.0,237.761,18435.137,362.9,0.24,2054.0795621004972,98.33409049294211,-0.0010755534268560574,345.0
2016-01-01,92.0,4.8,237.652,18525.933,366.25,0.34,1918.5978875411183,99.02300033569335,-0.0004584435630738959,346.0
2016-02-01,91.7,4.9,237.336,18525.933,366.25,0.38,1904.4184936523438,97.09550018310547,-0.0013296753235823022,346.0
2016-03-01,91.0,5.0,238.08,18525.933,366.25,0.36,2021.9540904651988,96.25954506613992,0.0031347962382444194,346.0
2016-04-01,89.0,5.1,238.992,18711.702,373.09,0.37,2075.5352318173364,94.403809320359,0.0038306451612901693,345.0
2016-05-01,94.7,4.8,239.557,18711.702,373.09,0.37,2065.5504789806546,94.52190471830822,0.0023640958693178504,345.0
2016-06-01,93.5,4.9,240.222,18711.702,373.09,0.38,2083.891368519176,94.67227207530628,0.002775957287827202,345.0
